Total of paths: 1236
Noise: 765
 -6454,-8329,-5937,-8642,-5687,-8793,-5184,-8915,-4544,-9080,-3856,-9226,-3147,-9357,-2831,-9431,-2510,-9793,-2166,-10304,-1804,-10935,-1614,-11250,-1142,-11515,-552,-11745,-251,-11861,49,-12274,356,-12787,686,-13372,1003,-14026,1337,-14727,1504,-15081,1832,-15512,2229,-16002,2440,-16232,2529,-16346,2578,-16401,2601,-16426,2284,-16650,2121,-16752,2050,-16806,1709,-16478,1429,-16427,1298,-16405,1526,-16002,1921,-15426,2114,-15150,1977,-14774,1906,-14587,1871,-14502,1856,-14456,1847,-14436,1842,-14426,1840,-14420,1838,-14417,2353,-14518,3095,-14637,3939,-14809,4748,-14970,5601,-15121,6484,-15253,7409,-15444,8429,-15617,9391,-15803,10312,-15978,11267,-16164,12133,-16390,13063,-16605,13963,-16837,14806,-17005,15778,-17168,16729,-17292,17671,-17445,18585,-17640,19476,-17807,20448,-17989,21386,-18174,22316,-18344,23154,-18552,24031,-18684,24463,-18722,25174,-18703,25952,-18589,26779,-18456,27658,-18338,28586,-18225,29588,-18069,30467,-17929,31338,-17867,31741,-17847,32373,-17605,33106,-17266,33911,-16870,34735,-16453,35516,-15967,36363,-15565,37247,-15177,38133,-14750,39036,-14380,39878,-13971,40643,-13562,41499,-13115,42294,-12721,42701,-12529,43359,-12601,44153,-12766,44542,-12879,45154,-12693,45442,-12628,45923,-12571,46170,-12543,46292,-12535,46352,-12531,46380,-12529,46393,-12527,46400,-12527,46403,-12527,46405,-12527,46405,-12527,46406,-12527,46854,-12516,47538,-12476,48324,-12417,48670,-12384,48850,-12368,49423,-12365,49681,-12384,49806,-12386 ;
 -12564,-9002,-12382,-9030,-12306,-9045,-12275,-9053,-11890,-9237,-11354,-9506,-10793,-9832,-10160,-10152,-9542,-10429,-8860,-10684,-8185,-10998,-7520,-11301,-6848,-11575,-6267,-11824,-5653,-12114,-5042,-12375,-4419,-12707,-3776,-13006,-3235,-13206,-2595,-13492,-1917,-13820,-1254,-14141,-720,-14389,-97,-14637,434,-14863,1042,-15135,1538,-15358,2289,-15626,3127,-15966,4009,-16317,4899,-16645,5817,-17074,6709,-17435,7604,-17817,8502,-18202,9440,-18576,10384,-18931,11218,-19296,12065,-19627,12962,-20085,13881,-20484,14790,-20931,15631,-21384,16514,-21809,17407,-22254,17799,-22412,18536,-22483,19482,-22478,19332,-22478,19266,-22478,19526,-22203,19936,-21794,20311,-21474,20490,-21340,20567,-21285,20600,-21262,20615,-21251,20622,-21247,21116,-21514,21812,-21888,22438,-22175,22729,-22315,22860,-22364,23089,-21842,23175,-21607,23749,-21564,24009,-21343,24444,-21052,25036,-20983,25308,-20854,25403,-21014,25445,-21089,25123,-21504,24964,-21687,24613,-22228,24630,-22207,24636,-22198,25039,-21804,25234,-21632,25763,-21253,26527,-20785,26856,-20585,26851,-21039,26850,-21234,26848,-21318,26847,-21355,26478,-21610,26105,-21874,25943,-21987,25875,-22034,26211,-21626,26357,-21458,26921,-21109,27641,-20622,28120,-20270,28319,-20138,28585,-19988,28698,-19924,29208,-19854,29929,-19818,30700,-19730,31036,-19687,31429,-20035,31566,-20559,31983,-21130,32495,-21828,32660,-22580,32733,-22891,32761,-23017,32774,-23071,33060,-22580,33493,-21873,33687,-21547,33775,-21406,33820,-21345,33742,-21375,33740,-21377,33740,-21377,33740,-21377,33837,-20829,33983,-20041,34025,-19710,34042,-19567,34048,-19507,34050,-19481,34574,-19349,35311,-19074,36105,-18804,37030,-18581,37976,-18246,38906,-17933,39832,-17654,40690,-17428,41171,-17287,41924,-17079,42827,-16836,43758,-16518,44664,-16198,45619,-15913,46563,-15636,46990,-15488,47180,-15428,46723,-15555,46532,-15605,46386,-15076,46340,-14849,46323,-14757,45984,-14473,45507,-14057,44983,-13674 ;
 -11679,-13617,-11151,-13737,-10529,-13882,-9926,-14041,-9283,-14188,-8585,-14350,-7920,-14548,-7269,-14681,-6635,-14883,-6122,-14995,-5528,-15091,-4914,-15217,-4235,-15373,-3504,-15570,-2966,-15668,-2467,-15802,-1734,-15981,-893,-16216,-533,-16316,-386,-16360,-322,-16375,-134,-16728,186,-17223,346,-17433,790,-17465,1101,-17454,1497,-17475,1736,-17467,2086,-17483,2463,-17501,2901,-17523,3383,-17556,3970,-17611,4222,-17638,4681,-17797,5276,-18002,6063,-18317,6431,-18457,7043,-18356,7526,-18264,8275,-18137,9188,-18039,10110,-17834,10491,-17731,11188,-17772,12052,-17933,12988,-18099,13984,-18333,14905,-18546,15297,-18655,15943,-19045,16600,-19513,17343,-20042,17672,-20262,18352,-20434,19169,-20642,20084,-20835,21026,-21036,21642,-21218,22474,-21446,22851,-21523,23027,-21549,23102,-21555,22637,-21745,22428,-21838,22338,-21878,22820,-21678,23551,-21345,23861,-21197,24521,-20917,25327,-20585,26161,-20216,27024,-19901,27864,-19540,28212,-19382,28920,-19069,29744,-18724,30125,-18594,30824,-18271,31643,-17901,32513,-17553,33477,-17135,33888,-16985,34589,-16707,35360,-16435,36207,-16107,37049,-15799,37924,-15546,38824,-15246,39668,-14966,40575,-14602,41470,-14233,41835,-14080,42533,-13752,43404,-13393,43786,-13250,44477,-12981,45258,-12684,46064,-12356,46953,-11988,47336,-11829,47501,-11758,47569,-11731,47294,-11502,46889,-11142,46390,-10738,45885,-10259 ;

Cluster 22 consists of the following 4 point :

 -19983,-6622,-19599,-6416,-19157,-6125,-18938,-5993,-18842,-5936,-18792,-5907,-18769,-5893,-18757,-5887,-18690,-6259,-18663,-6439,-18647,-6525,-18372,-6303,-17971,-5942,-17510,-5478,-16974,-5019,-16339,-4430,-16068,-4157,-15925,-4019,-15591,-4344,-15170,-4823,-14939,-5060,-14831,-5188,-15158,-5354,-15610,-5492,-15837,-5542,-16019,-5760,-16115,-5877,-16470,-6136,-16645,-6249,-16654,-6663,-16653,-6858,-16356,-7186,-15923,-7575,-15732,-7768,-15639,-7861,-15592,-7907,-15074,-7883,-14322,-7866,-13952,-7857,-13768,-7845,-13684,-7841,-13643,-7843,-13393,-8297,-13025,-8985,-12668,-9779,-12668,-9832,-12667,-9855,-12667,-9866,-12762,-9499,-12816,-9319,-12687,-9702,-12485,-10385,-12291,-11202,-12058,-12148,-11812,-13103,-11657,-13589,-11581,-13824,-11197,-13790,-10671,-13594,-10408,-13488,-10283,-13433,-9926,-13242,-9435,-12960,-9188,-12801,-9079,-12724,-8957,-12812,-8830,-12988,-8270,-12824,-7543,-12507,-6734,-12107,-5891,-11683,-5030,-11329,-4162,-10914,-3369,-10505,-2981,-10310,-2794,-10217,-2699,-10164,-2655,-10140,-2647,-10674,-2641,-10944,-2561,-11439,-2520,-11672,-2495,-11786,-2483,-11838,-2478,-11864,-2477,-11877,-2476,-11884,-2475,-11887,-2475,-11888,-2475,-11889,-2475,-11889,-2475,-11890,-2475,-11890,-2475,-11890,-2003,-12074,-1321,-12382,-1018,-12533,-866,-12605,-567,-12221,-192,-11534,185,-10714,585,-9850,886,-9043,1174,-8325,1314,-7974,1367,-7800,1385,-7718,1392,-7679,1397,-7661,1542,-8011,1617,-8176,1653,-8257,1672,-8296,1681,-8314,1686,-8323,1689,-8328,1690,-8330,1690,-8331,1691,-8331,1691,-8331,1691,-8331,1691,-8332,1691,-8332,1691,-8332,1691,-8332,1691,-8332,2072,-7952,2516,-7503,2726,-7288,2829,-7178,2882,-7124,3089,-6749,3319,-6237,3636,-5664,3788,-5390,3678,-4770,3624,-4471,3591,-4314,3435,-3777,3347,-3523,3305,-3399,3221,-2968,3167,-2762,3137,-2657,2952,-2940,2710,-3383,2594,-3600,2539,-3704,2515,-3752,2472,-4165 ;
 -19317,-3517,-20109,-3506,-20344,-3494,-20420,-3493,-20883,-3850,-21461,-4239,-22087,-4689,-22791,-5172,-23016,-5333,-23390,-5812,-23491,-5960,-23976,-5751,-24530,-5374,-25110,-4908,-25789,-4471,-26014,-4329,-26081,-4286,-25783,-4521,-25349,-4847,-24854,-5167,-24351,-5489,-23869,-5853,-23386,-6251,-22939,-6615,-22740,-6791,-22598,-6909,-22480,-7007,-22361,-7096,-22247,-7182,-22130,-7267,-22027,-7348,-21926,-7432,-21803,-7520,-21685,-7607,-21569,-7696,-21455,-7788,-21343,-7876,-21228,-7978,-21106,-8061,-20996,-8154,-20888,-8240,-20788,-8334,-20666,-8420,-20549,-8508,-20434,-8599,-20318,-8687,-20199,-8781,-20084,-8870,-19970,-8953,-19856,-9041,-19739,-9127,-19617,-9218,-19492,-9300,-19362,-9381,-19256,-9467,-19150,-9568,-19046,-9660,-18947,-9756,-18831,-9856,-18795,-9887,-18693,-9941,-18567,-9988,-18435,-10048,-18299,-10108,-18156,-10156,-18016,-10208,-17881,-10250,-17745,-10306,-17609,-10356,-17479,-10399,-17344,-10448,-17221,-10501,-17086,-10541,-16957,-10579,-16811,-10627,-16669,-10677,-16531,-10712,-15956,-10945,-15274,-11147,-14543,-11343,-14204,-11441,-14005,-11506,-13854,-11546,-13715,-11595,-13576,-11645,-13532,-11664,-13418,-11652,-13289,-11628,-13145,-11596,-13100,-11585,-12776,-11142,-12412,-10555,-12289,-10377,-11850,-9971,-11300,-9509,-10655,-9018,-10475,-8873,-10336,-8780,-9789,-8542,-9121,-8198,-8912,-8104,-8749,-8067,-8701,-8056,-8685,-8053,-8600,-8110,-8493,-8188,-8380,-8282,-8262,-8362,-8226,-8388,-8115,-8388,-7991,-8368,-7855,-8352,-7273,-8295,-6992,-8266,-6391,-8152,-6195,-8133,-6074,-8046,-6040,-8021,-6029,-8012,-5758,-7479,-5458,-6803 ;
 -24336,-10146,-24816,-9947,-24988,-9867,-25333,-9483,-25765,-9004,-26250,-8489,-26727,-7948,-27056,-7542,-27314,-7523,-27628,-7491,-27893,-7316,-27983,-7254,-27943,-6764,-27898,-6340,-27889,-6171,-27887,-6106,-27885,-6081,-27884,-6071,-27690,-6433,-27433,-6980,-27554,-6761,-27703,-6481,-27759,-6376,-27742,-6013,-27745,-5798,-27747,-5717,-27748,-5686,-27748,-5675,-27748,-5672,-27161,-5771,-26924,-5798,-26831,-5805,-26795,-5805,-26782,-5805,-26776,-5806,-26774,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26773,-5806,-26152,-5847,-25274,-5991,-24328,-6069,-23964,-6085,-23828,-6091,-23190,-5955,-22958,-5912,-22243,-5837,-21963,-5794,-21860,-5778,-21821,-5774,-21806,-5772,-21800,-5772,-21798,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21797,-5771,-21193,-5801,-20382,-5856,-19477,-5917,-18515,-5969,-18159,-5960,-18032,-5956,-18048,-6445,-18061,-6634,-17429,-6834,-16611,-7023,-15776,-7167,-14876,-7385,-13939,-7575,-12920,-7832,-11981,-8120,-10991,-8337,-10018,-8462,-9040,-8627,-8085,-8791,-7173,-8996,-6248,-9151,-5303,-9312,-4401,-9467,-4057,-9542,-3933,-9567,-3886,-9576,-3868,-9579,-3862,-9581,-3860,-9581,-3859,-9581,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-3858,-9582,-4224,-9291,-4698,-8864,-4864,-8723,-4564,-8193,-4464,-8010,-4786,-7449,-5325,-6786,-5929,-5998,-6161,-5701,-6259,-5581,-5676,-5510,-4860,-5403,-3940,-5308,-3018,-5159,-2675,-5131,-2549,-5121 ;
 -23791,-4553,-23791,-4553,-23791,-4553,-23791,-4553,-23543,-5049,-23434,-5267,-23386,-5353,-23361,-5390,-23352,-5407,-23348,-5414,-23347,-5418,-23346,-5419,-23346,-5420,-23345,-5420,-23345,-5420,-23345,-5420,-23345,-5420,-23345,-5420,-23345,-5420,-23042,-5894,-22913,-6081,-22856,-6164,-22570,-6704,-22181,-7433,-22009,-7750,-21943,-7887,-21915,-7954,-21903,-7983,-21701,-8376,-21415,-8911,-21293,-9147,-21237,-9249,-21217,-9293,-21210,-9312,-20911,-9438,-20515,-9578,-20021,-9750,-19799,-9844,-19263,-9831,-18574,-9691,-17815,-9597,-17479,-9562,-17329,-9547,-17266,-9536,-17238,-9532,-16912,-9987,-16752,-10198,-16690,-10290,-16173,-10135,-15473,-9795,-15163,-9645,-15022,-9581,-14963,-9985,-14938,-10158,-14929,-10235,-14925,-10265,-14923,-10280,-14922,-10286,-14921,-10289,-14921,-10291,-14921,-10291,-14921,-10292,-14921,-10292,-14921,-10292,-14921,-10292,-14921,-10292,-14921,-10292,-14921,-10292,-14921,-10292,-14599,-10309,-14457,-10319,-14396,-10321,-14054,-10336,-13908,-10353,-13548,-10345,-13094,-10353,-12577,-10384,-12049,-10421,-11383,-10510,-11081,-10545,-10944,-10554,-10889,-10560,-10864,-10563,-10853,-10565,-10849,-10566,-10847,-10567,-10847,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10846,-10567,-10321,-10598,-9533,-10652,-9168,-10690,-8767,-11085,-8588,-11259,-7953,-11435,-7135,-11595,-6235,-11765,-5256,-11878,-4816,-11921,-4628,-11942,-4551,-11947,-4520,-11949,-4505,-11949,-4499,-11949,-4496,-11949,-4495,-11949,-4494,-11949,-4494,-11949,-3921,-11771,-3679,-11682,-3567,-11637,-3519,-11616,-3498,-11608,-3489,-11605,-3484,-11604,-3483,-11603,-3482,-11603,-3482,-11603,-3482,-11603,-3481,-11603,-3481,-11603,-3335,-11049,-3275,-10818,-2798,-10365,-2583,-10184,-2053,-9756,-1805,-9593,-1707,-9524,-1663,-9494,-1645,-9479,-1637,-9474,-1634,-9471,-1632,-9470,-1631,-9469,-1631,-9469,-1200,-9107,-1016,-8949,-941,-8882,-466,-8478,223,-7979,498,-7757,611,-7173,597,-6513 ;

 CLUSTER CENTROID[0]: -25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422 ;
 CLUSTER CENTROID[1]: -2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2489,4688,-2027,4377,-1417,4001,-1220,3877,-1154,3835,-1132,3821,-952,4236,-707,4746,-617,4900,-393,5507,-314,5706,-287,5768,89,6006,577,6297,738,6393,892,6979,1069,7742,1125,7991,1140,8075,1144,8101,1145,8110,1146,8113,1146,8114,1146,8114,1146,8115 ;
 CLUSTER CENTROID[2]: 5454,-26181,5804,-26293,6327,-26460,6961,-26656,7602,-26844,8293,-27063,8635,-27175,8815,-27228,8899,-27250,8761,-26980,8481,-26518,8145,-25959,7760,-25321,7355,-24689,6958,-23991,6732,-23651,6603,-23478,6203,-23088 ;
 CLUSTER CENTROID[3]: 42410,-4628,42403,-4581,42401,-4566,42306,-4491,42191,-4407,42065,-4320,41951,-4234,41917,-4206,41907,-4197,41811,-4137,41695,-4061,41572,-3977 ;
 CLUSTER CENTROID[4]: 42496,-30493,42578,-30072,42746,-29436,42822,-29133,42806,-28675,42756,-28008,42691,-27215,42581,-26403,42498,-25592,42424,-24793,42346,-23974,42253,-23156,42179,-22765,41751,-22367,41240,-22003,40699,-21566,40149,-21145,39521,-20735 ;
 CLUSTER CENTROID[5]: 1230,-19273,1230,-19273,1650,-19169,1848,-19128,2008,-18719,2168,-18160,2245,-17907,2287,-17782 ;
 CLUSTER CENTROID[6]: 1271,7924,1134,7948,1077,7350,1002,6463,940,5593,906,4844,890,3963,889,3660,1039,3020,1266,2223,1423,1379,1630,564,1918,-346,2173,-1195,2337,-2063,2386,-2361,2869,-2868,3018,-3031,3242,-3643,3322,-3856,3705,-4170,4322,-4615,4990,-5120,5724,-5636,6478,-6126,7231,-6637,8012,-7182,8753,-7749,9447,-8261,10182,-8781,11011,-9291,11828,-9833,12536,-10314,13341,-10884,13901,-11282,14160,-11895,14238,-12091,14264,-12158,13661,-12196,12866,-12244,11961,-12250,12272,-12243,11752,-12239,11589,-12231,11532,-12228,12049,-11859,12692,-11378,13348,-10839,13563,-10669,13666,-10386,13697,-10294,14305,-10097,14923,-9862,15564,-9650,16152,-9484,16781,-9305,17013,-9246,17513,-9293,18137,-9332,18336,-9359,19011,-9163,19875,-8956,20783,-8719,21635,-8391,22581,-8144,23478,-7915,24423,-7596,25414,-7286,26404,-6983,27340,-6697,28245,-6416,29236,-6157,30159,-5915,30474,-5832,30583,-5803,31267,-5970,32080,-6233,32955,-6401,33806,-6669,34712,-6917,35618,-7160,36551,-7374,37389,-7620,37674,-7709,38035,-7477,38167,-7392,38857,-7382,39719,-7424,40616,-7464,41538,-7508,42480,-7595,43379,-7738,43688,-7789,43795,-7806,43832,-7809,43280,-7960,42619,-8203,42380,-8284,42299,-8311,42819,-8028,43518,-7598,44312,-7172,45113,-6682,45384,-6527,45475,-6473,45506,-6453,45516,-6446,45520,-6444,46123,-6271,46341,-6196,46415,-6177,46441,-6172,46562,-6774,46605,-6977,46623,-7043,46630,-7066,46252,-6839,46123,-6759,46080,-6733,46067,-6725,45966,-7304,45931,-7498,45524,-8008,45349,-8203,45290,-8274,45815,-8606,45995,-8726,46440,-8575,46599,-8528,46848,-7927,47077,-7129,47206,-6726,47258,-6593,47275,-6543,46892,-7003,47129,-6674,47583,-6128,47751,-5933,47356,-5441,47679,-5686,47786,-5781,47894,-5204,47967,-4423,47805,-4136,47751,-4032,47909,-4320,47900,-4310,47898,-4307,47486,-4112,46940,-3869 ;
 CLUSTER CENTROID[7]: 18237,-7928,18181,-7920,18158,-7918,17718,-7904,17532,-7881,17456,-7869,17852,-7827,18416,-7759,19070,-7661,19754,-7565,20467,-7428,21169,-7265,21869,-7145,22569,-7007,23287,-6868,23956,-6805,24257,-6785,24843,-6551,25507,-6266,26203,-5969,26484,-5824,27058,-5928,27630,-6073,27878,-6111,28312,-5765,28427,-5709,28788,-5642,29006,-5533,29097,-5496,29233,-5311,29402,-5073,29474,-4971,29504,-4926,29516,-4906,29521,-4898,29524,-4894,29525,-4893,29525,-4892,29525,-4892,29959,-4949,30157,-4981,30240,-5001,29878,-5073,29297,-5182,28647,-5273 ;
 CLUSTER CENTROID[8]: 3317,-27254,2534,-27403,1758,-27539,1437,-27618,1299,-27653,1244,-27668,1220,-27673,1210,-27675,1658,-27336,2371,-26854,2683,-26653,2817,-26564,2353,-26373,1672,-26190,902,-25977,581,-25854,441,-25805,556,-26308,769,-27035,1013,-27866,1197,-28809,1479,-29709,1711,-30522,1799,-30868,1836,-31013,2430,-31036,3279,-30979,4199,-30882,5109,-30797,5471,-30736,6199,-30854,7083,-30982,7953,-31201,8895,-31400,9862,-31545,10870,-31709,11848,-31906,12786,-32048,13824,-32172,14875,-32375,15850,-32574,16881,-32801,17308,-32887,17477,-32915,18062,-32805,18866,-32609,19767,-32410,20705,-32188,21742,-31912,22656,-31680,23571,-31421,24509,-31194,25461,-30966,26356,-30764,27336,-30466,28312,-30200,29358,-29899,30421,-29660,30836,-29574,31020,-29549,31665,-29502,32492,-29448,33428,-29465,34402,-29419,35468,-29390,36463,-29345,37422,-29262,38463,-29171,39522,-29129,40533,-29051,41594,-28910,42608,-28843,43051,-28786,43247,-28771,43329,-28761,43857,-28463,44640,-28019,45517,-27468,46401,-26934,46793,-26734,46952,-26652,47021,-26614,47050,-26600,46461,-26536,45623,-26453,44695,-26393,43722,-26326,42746,-26255,42365,-26240,42200,-26236,42051,-25634,41985,-25371,42297,-24820,42739,-24125,43251,-23407,43789,-22648,44344,-21862,44908,-21135,45471,-20394,45700,-20069,45625,-19418,45590,-19144,45578,-19025,45574,-18977,45570,-18957,46001,-18599,46548,-18106,47219,-17542,47869,-16992,48563,-16345,49381,-15734,49766,-15457,49916,-15326,49987,-15269,50019,-15246,49472,-15288,48775,-15316,48472,-15325,48349,-15328,47860,-15377,47653,-15399 ;
 CLUSTER CENTROID[9]: 6112,-14173,5898,-14662,5664,-15197,5403,-15806,5288,-16067,5244,-16188,5223,-16241,5304,-16311,5428,-16391,5583,-16472,5752,-16552,6365,-16824,7118,-17195,7433,-17381,7638,-17532,7795,-17674,7930,-17791,8062,-17930,8182,-18058,8228,-18116,8247,-18140,8343,-18214,8384,-18247,8567,-18715,8825,-19127,9208,-19798,9700,-20522,10206,-21313,10466,-21695,10639,-21953,10759,-22140,10808,-22227,10831,-22265,10927,-22340,11050,-22426,11106,-22467,11131,-22487,11141,-22496,11699,-22652,12526,-22812,12847,-22883,13057,-23007,13144,-23067,13583,-22723,13564,-22738,13556,-22744,13653,-22724,13803,-22707,13978,-22675,14151,-22649,14332,-22631,15007,-22495,15828,-22345,16185,-22257,16416,-22179,16991,-21922,17772,-21567,18110,-21415,18354,-21339,18455,-21302,18498,-21285,18602,-21210,19117,-20893,19339,-20757,19522,-20672,19703,-20615,19866,-20562,20438,-20457,21285,-20313,22185,-20112,23060,-19893,23429,-19798,24133,-19651,24981,-19461,25350,-19385,25508,-19356,25575,-19343,25490,-19476,25496,-19469,25498,-19466,26075,-19631,26859,-19855,27209,-19925,27365,-19952,27429,-19963,27550,-19989,28159,-20139,28948,-20366,29288,-20469,29434,-20511,29492,-20525,28979,-20809,28268,-21207,27950,-21375,28366,-21386,28536,-21389,28611,-21384,29165,-21166,29527,-21006,29798,-20872,30063,-20777,30307,-20680,30560,-20587,30792,-20477,31036,-20378,31665,-20134,32446,-19903,33332,-19639,34284,-19265,34686,-19109,35407,-19024,36265,-18935,37251,-18773,38238,-18733,38107,-18769,38026,-18558,37997,-18475,38399,-18069,38578,-17896,39140,-17575,39881,-17194,40746,-16858,41660,-16598,42584,-16283,42988,-16139,43478,-15617,44017,-14963,44543,-14214,45139,-13473,45722,-12704,46195,-12218,46459,-11981,46673,-11722,46942,-11776,47055,-11791,47102,-11798,47687,-11722,48531,-11631,49245,-11858,49575,-11958,49706,-11995,49420,-12217,49287,-12313,48636,-12289,47796,-12246,46893,-12160,46515,-12120,46278,-12024,46099,-11919,45936,-11808 ;
 CLUSTER CENTROID[10]: 35207,10932,35244,11128,35304,11406,35329,11520,35339,11571,35022,11839,34882,11948,34453,12073 ;
 CLUSTER CENTROID[11]: 3392,-9410,3501,-9618,3434,-10101,3332,-10681,3296,-10896,3146,-11188,2928,-11506,2655,-11657,2314,-11730,2185,-11759,1983,-11833,1902,-11857,1872,-11866,1860,-11870,1855,-11871,1853,-11872,1852,-11872,1852,-11872,2211,-11785,2350,-11749,2767,-11786,3444,-11891,4257,-11996,5123,-12106,5989,-12208,6810,-12276,7740,-12371,8631,-12467,9492,-12557,10357,-12669,11164,-12831,11989,-12983,12862,-13109,13753,-13178,14635,-13275,15473,-13442,16290,-13508,16988,-13601,17788,-13738,18616,-13901,19378,-14017,20123,-14179,20850,-14300,21574,-14362,22347,-14427,23120,-14498,23858,-14630,24533,-14743,24809,-14768,24996,-14402,25155,-13855,25220,-13660,25653,-13301,26268,-12813,26966,-12236,27636,-11720,27897,-11549,28495,-11298,29190,-11036,29861,-10766,30117,-10662,30647,-10333,31134,-10011,31315,-9877,31915,-9991,32720,-10180,33022,-10231,33457,-9832,33903,-9295,34077,-9101,34143,-9022,34133,-8445,34128,-8221,33883,-7622,33562,-6841,33419,-6535,33368,-6415,33611,-5905,33819,-5382,33901,-5177,33931,-5090,33943,-5056,33825,-4517,33885,-4825,33908,-4947,34101,-4791,34093,-4790,34089,-4790,34088,-4790,34399,-4312,34521,-4125,34568,-4053,34589,-4025,34170,-4259,34015,-4336,33414,-4141,32863,-3954,32663,-3890,32425,-3814,32327,-3778,32288,-3766,31784,-3852,31061,-3945,30781,-3978,30330,-3580,29828,-3003,29207,-2360,28962,-2137,28982,-1558,29118,-910,29160,-653,29181,-558,29192,-519,29066,-1014,29008,-1192,28669,-1639,28523,-1805,28474,-2391,28457,-3168,28414,-3979,28305,-4844,28242,-5345,28217,-5529,28622,-5909,28856,-6128,28941,-6213,29509,-6017,30238,-5755,30520,-5637,30789,-5110,30898,-4925,30940,-4844,31458,-4642,32195,-4393,32589,-4268,32922,-4161,33053,-4130,33105,-4112,33125,-4105,33133,-4102,33135,-4101,33056,-3582,32937,-2845,32892,-2553,32877,-2440,32872,-2394,32490,-2291,31968,-2213,31399,-2059,30744,-1916 ;
